ФИО,Год поступления,Форма обучения,Средний балл аттестата,Общий балл,Специальность,Адрес регистрации,Телефон,Математика,Физика,Химия,Биология,История,Обществоведение,Русский язык,Иностранный язык,Информатика
Семенов Сергей Владимирович,2021,платное,7.410664901080599,273.50302373281795,Химия,"г. Могилев, ул. Советская, д. 73",+375296279418,60.84629257949586,53.69032015851961,71.57285483473231,66.9772273077838,57.580714325009865,66.06076285221808,88.29278851815795,62.61866719247759,63.86325586084146
Макаров Вероника Максимовна,2021,платное,8.402319639224128,315.070207463514,Химия,"г. Гродно, ул. Победы, д. 18",+375295137722,55.812287847009586,59.602291868261744,75.60230209941027,99.63242112485287,57.114585528283165,64.52321013500419,59.47932345442135,42.46982943570702,77.14234221772531
Егоров Татьяна Павловна,2021,платное,6.895829215060561,284.2585225412737,Лингвистика,"г. Новополоцк, ул. Победы, д. 29",+375293320821,71.8654792056457,46.35918817807892,81.04191466404149,38.97223405811579,80.8685709380027,92.85683438714968,65.09463674869312,69.33702270397228,61.49477047631462
Романов Артем Артемович,2021,бюджет,6.022962820279254,264.98223777503534,Лингвистика,"г. Гродно, ул. Кирова, д. 21",+375298082668,36.74004853400801,61.02844462209041,44.06544429410843,67.10388645952773,65.80575765766197,83.24901607526309,67.16746707663764,71.77938483794324,72.20275826054504
Андреев Валерия Максимовна,2021,бюджет,7.856381607879824,315.50298272793566,Психология,"г. Жлобин, ул. Победы, д. 71",+375291192619,77.2745993460413,79.60714131423643,35.88775148158159,76.84633858532304,63.89824191372635,82.81822871777311,41.44573933682877,40.193150803735854,67.82912348425347
Борисов Наталья Владимировна,2021,платное,8.287864330360595,301.93501893000797,Физика,"г. Мозырь, ул. Ленина, д. 38",+375298294150,77.50492850345877,78.46448209496975,49.79962917632264,63.48380545741505,64.39608709948021,49.28472872960448,87.98661766717134,67.10749381367681,63.08696502797351
Степанов Никита Вадимович,2021,бюджет,6.595516602771013,308.0471251894009,Математика,"г. Жлобин, ул. Ленина, д. 81",+375296007072,65.25318329772679,82.87084603742451,77.37893368511106,47.68976522472434,74.45064193866483,66.19171390404748,72.33090239991735,93.96792982653947,56.31917825995694
Лебедев Дмитрий Вадимович,2021,платное,10.0,342.43226768365247,Лингвистика,"г. Речица, ул. Фрунзе, д. 68",+375291009594,46.65728355561715,47.762845725518424,58.843474358788434,65.11727962224965,77.7669079933002,72.40774873554035,75.13001891877907,89.53534077157317,56.03014750143066
Смирнов Алексей Иванович,2021,бюджет,5.682183330376962,300.04323587477245,Психология,"г. Орша, ул. Советская, д. 8",+375295041154,81.25667347765007,47.14263665375576,43.93661252908332,79.82472415243186,56.64805822011223,82.14000494092092,67.09856436860318,58.90756631014691,47.29809422897392
Соловьев Вадим Михайлович,2021,целевое,6.128435642603252,273.2149929155308,Психология,"г. Могилев, ул. Фрунзе, д. 69",+375293109911,70.53485047932979,72.84598191485209,63.21140616195306,62.542612212880115,62.59771388776773,78.85317379728836,46.74213845698301,62.305876589182915,60.87313077669
Попов Ольга Владимировна,2021,платное,10.0,339.3235783762873,Математика,"г. Жлобин, ул. Фрунзе, д. 78",+375298099076,78.57787360348283,80.60784526368235,76.24576864762915,75.80703078052355,39.33495948064363,45.93262440127316,67.7255290081299,80.1378595091221,67.72571529459071
Зайцев Игорь Дмитриевич,2021,целевое,7.598248967263587,322.74532492755753,Химия,"г. Новополоцк, ул. Кирова, д. 84",+375297264956,80.70890510693167,77.03348460270898,84.54001763493203,81.51391251305797,55.27096133039482,71.38453830739901,48.40762178193643,56.44772089889987,52.71954678256345
Смирнов Дарья Викторовна,2021,платное,8.31551729872161,322.0372018457998,Медицина,"г. Борисов, ул. Ленина, д. 44",+375291352896,98.14658566673509,31.99102211112378,81.86260190374513,58.87284128810349,52.9210220131585,76.33425895451049,60.96420028643194,43.83382833106041,49.27044436110047
Федоров Татьяна Александровна,2021,платное,8.52292000175547,302.74872044750526,Психология,"г. Могилев, ул. Кирова, д. 81",+375291987737,67.69633368282864,63.246878843729625,60.68357759855721,68.48399652394183,92.15916133987989,81.33919022318011,29.622861200135894,62.796814721541416,50.07320302847418
Романов Андрей Евгеньевич,2021,бюджет,7.985978053153147,310.6419978787103,Химия,"г. Могилев, ул. Гагарина, д. 31",+375295672073,67.07479261567299,58.278953377996515,80.04987278980457,83.65755194170121,41.99555389416336,54.98248146238578,52.87582033258566,50.200061511394324,86.48181360421646
Соловьев Владимир Павлович,2021,бюджет,8.429560864115205,328.2329836734394,Медицина,"г. Полоцк, ул. Советская, д. 61",+375297829332,62.391160456649544,73.76792920582164,96.22156197012633,85.32465260551147,37.2094505106898,52.73648890700623,79.00366723779933,49.38495801571829,66.65729142219342
Лебедев Галина Кирилловна,2021,бюджет,7.656888692743309,249.64303239761864,Химия,"г. Лида, ул. Мира, д. 94",+375291908841,65.73069528421917,59.107119659073,42.58732659930927,64.7561235866571,56.2114777291026,41.28325227052726,84.48616955897452,38.54787933059051,53.39933269954524
Яковлев Юрий Артемович,2021,бюджет,7.037623683765887,296.1283690664258,Физика,"г. Борисов, ул. Советская, д. 25",+375299997381,89.41273289066116,60.6413784882056,77.4474562823244,60.1534959152938,45.27737023428074,66.93155211394907,62.98589543360205,50.99674684261808,75.69802084990019
Морозов Иван Максимович,2021,бюджет,6.752760576215287,297.1447923878504,Медицина,"г. Борисов, ул. Фрунзе, д. 10",+375298434500,76.13517345251248,69.9319601178157,90.86016816145352,62.62184501173151,91.995500619844,30.718683007162472,57.72322357446625,68.82475809726864,64.2148780160255
Григорьев Наталья Александровна,2021,бюджет,8.255554610308335,323.19469492583244,Лингвистика,"г. Могилев, ул. Фрунзе, д. 31",+375293790237,56.87816624464087,52.604985980117505,51.15952864583683,72.74403145531537,78.57015485965047,49.60635607109019,83.9959987543325,78.07299520876609,72.1929317825844
Романов Кирилл Игоревич,2021,бюджет,7.257368817079327,292.6222321758813,Юриспруденция,"г. Гомель, ул. Советская, д. 49",+375291036161,47.56507483616892,51.597284397045456,71.20940407684893,69.15555398150197,74.79098406035853,76.17327383308782,79.16497343682637,69.0842861116417,68.20646071755057
Волков Екатерина Кирилловна,2021,бюджет,7.343828334758778,308.60044226952414,Юриспруденция,"г. Речица, ул. Кирова, д. 92",+375299164991,56.73478195159169,76.48165277980786,72.38124523482045,72.20264454000957,88.05478807154329,75.21003841632759,70.22929456942445,71.89733243406543,64.86249528732664
Петров Кирилл Павлович,2021,бюджет,8.254014611117135,322.378302955097,Математика,"г. Речица, ул. Ленина, д. 96",+375296261415,75.96995964992718,80.95157025436913,47.726689751497915,91.3858091352819,44.90973927750447,41.787170808184015,77.37166310250102,82.91662693962935,69.36179725578234
Степанов Елена Никитична,2021,бюджет,6.82353053663523,288.2696084657811,Информатика,"г. Брест, ул. Ленина, д. 66",+375292344047,74.87753227153085,66.02745628514168,61.137068372905894,49.842574327318324,74.62679600126627,57.79413927746792,47.61754204811233,55.1792123752051,79.12931454275625
Захаров Борис Викторович,2021,бюджет,7.243863417945783,277.5786645949471,Математика,"г. Новополоцк, ул. Ленина, д. 73",+375295130808,66.77779604433569,77.43687211491913,63.674498566630845,52.39585236943305,52.93442541572516,63.480749060364545,38.27873487754014,60.92536225623445,49.22333668121346
Егоров Вадим Юрьевич,2021,платное,6.507322867737212,281.55762538733984,Психология,"г. Жлобин, ул. Победы, д. 34",+375294426900,78.10907565598005,82.13034325424329,72.86489434803029,73.40061470036574,59.71475688145967,64.97470635362191,59.72230296011415,55.670120416197925,64.84077840507135
Кузнецов Вероника Юрьевна,2021,бюджет,6.57238825937344,292.0310670251057,Экономика,"г. Орша, ул. Мира, д. 41",+375292217071,80.19346514241172,82.99108369503867,58.36859777314714,66.02567583148412,70.35215987566669,70.98779528114164,63.36138722715625,75.12592400781794,61.465141478232475
Смирнов Светлана Андреевна,2021,бюджет,6.5300420575738185,317.4235345629588,Информатика,"г. Речица, ул. Советская, д. 65",+375295449324,75.24510174258943,79.9799829124545,81.76715411692562,74.3890623912781,92.29773686267335,48.489786556679256,73.08480955081018,62.75013008607527,96.89802933217672
Федоров Борис Иванович,2021,целевое,6.807715613205116,297.447719647962,Математика,"г. Орша, ул. Советская, д. 57",+375296075395,66.60278157819224,69.00607354555977,28.141564135352898,52.113674674788584,48.61301007669453,62.25590679714311,65.12633963665739,93.76170839215887,74.25635757279075
Иванов Мария Юрьевна,2021,целевое,8.985379574368155,319.4924801676944,Психология,"г. Речица, ул. Победы, д. 85",+375292737893,66.01585328651642,67.37878757259759,40.19650189469037,93.31458765854353,77.69160181081931,70.30824347895295,34.30298206363683,80.3080856124812,58.28190232121073
Соловьев Василий Олегович,2021,бюджет,8.117326600870499,282.81144434101066,Математика,"г. Гродно, ул. Победы, д. 37",+375294533779,59.05572341205633,69.00624977046228,60.07865549577275,60.70470890647113,53.249017927811344,69.34274898521248,43.98569355926108,73.57620514978707,61.804434475678484
Степанов Никита Михайлович,2021,бюджет,7.581022177692131,301.59825153517323,Экономика,"г. Пинск, ул. Фрунзе, д. 7",+375292548511,82.11614878088889,43.13036862243196,36.98828743896567,79.16515232847763,64.98471017969388,67.51513463443446,83.26727963283784,76.15674634292859,77.6894577609574
Иванов Андрей Евгеньевич,2021,платное,5.389512616292263,305.895715834082,Юриспруденция,"г. Гродно, ул. Кирова, д. 34",+375293710895,90.91121887322981,86.33011263664807,56.2655377728139,74.57356426431534,81.45375949585147,88.68631557532349,45.52614809129843,81.8605145999844,75.87636730274382
Николаев Галина Александровна,2021,платное,7.433342761324058,291.9821967000969,Медицина,"г. Витебск, ул. Ленина, д. 89",+375293500715,63.16741487334225,29.411517333598493,72.30593165555442,82.17542255795962,82.53535578144042,61.111421706296625,84.42923318356938,39.29847812677663,34.44926340967268
Орлов Анна Олеговна,2021,бюджет,6.228943773733258,268.51192732997896,Лингвистика,"г. Гродно, ул. Мира, д. 17",+375291701771,65.76098173408961,59.509578778588605,28.98836849940185,58.66319940730818,61.95530499495147,70.04508823245058,78.66598246096848,65.60120213672644,52.2919962399496
Лебедев Андрей Васильевич,2021,бюджет,6.062546528893382,280.1818790080251,Биология,"г. Борисов, ул. Кирова, д. 14",+375296933742,74.37320902726829,74.32713480751858,65.14273953664457,80.04046515517844,52.04613572441339,48.10690751606484,58.394544600681634,44.47136516370939,51.69526041979227
Андреев Виктория Борисовна,2021,платное,6.809018111226384,305.68364471626285,Лингвистика,"г. Борисов, ул. Фрунзе, д. 21",+375293970445,89.47087699374583,60.52895327957593,49.50411738011122,63.20969866101333,73.8767195030917,56.685456007001655,81.14166700043425,82.57507710047305,52.04248278584209
Яковлев Юрий Кириллович,2021,бюджет,8.843489893721491,330.50671722209927,Юриспруденция,"г. Борисов, ул. Победы, д. 21",+375292813543,55.874224542725344,25.471182528966224,37.27213406702172,80.50311401166786,91.44967713501283,72.50963960443622,68.6483544458365,78.11250154543536,100.0
Федоров Елена Васильевна,2021,платное,8.55796770833934,277.97815249842967,Юриспруденция,"г. Молодечно, ул. Победы, д. 40",+375294818418,58.0812361277885,45.666893390993614,35.903305196136415,63.051954538008346,67.43649254715697,60.77746290402326,50.301406736362104,64.18451996385605,85.30712452608847
Семенов Игорь Евгеньевич,2021,бюджет,5.8406403228427966,275.4875178784554,Химия,"г. Пинск, ул. Фрунзе, д. 9",+375295682940,74.92027358683383,82.19916208335039,75.77368307647619,66.38715798671737,82.84686115904486,68.08365065526988,44.441307685103155,57.14491982874588,46.86572619922865
Захаров Вероника Олеговна,2021,платное,6.502859860306755,285.77921254393885,Экономика,"г. Мозырь, ул. Ленина, д. 15",+375295382463,84.26177547531641,88.64124960705196,39.02148639271288,68.44453855035856,50.2403614631726,70.12874616235304,51.11409113641696,66.36009230320184,60.72782441917241
Петров Никита Артемович,2021,платное,8.401664548046147,301.443280195783,Математика,"г. Лида, ул. Победы, д. 94",+375296262632,77.70456825779839,74.49761890550863,56.41577929700385,46.386545069376034,51.34843004147501,71.33086838738635,67.5137578143657,65.22444755201448,61.489984581438385
Смирнов Ксения Игоревна,2021,платное,6.414820049874709,263.9476373932905,Юриспруденция,"г. Барановичи, ул. Победы, д. 6",+375298315831,34.95892078317942,68.15040288569902,50.060643615812296,68.5589800288974,67.36740843457483,56.95117899335481,35.58686343175256,75.48084946661382,63.89583752582223
Захаров Наталья Юрьевна,2021,платное,6.807729756572222,292.91094962295074,Информатика,"г. Барановичи, ул. Победы, д. 56",+375292173965,81.38592458777374,58.3847993773104,59.00880302029025,41.834757003563155,50.222458382967616,60.71098006974621,47.09379952074072,54.23166683655262,85.0629280921444
Соловьев Виктор Дмитриевич,2021,платное,6.775217775941015,291.10969246492687,Экономика,"г. Жлобин, ул. Победы, д. 86",+375297851696,83.35692112065142,43.05439718013573,67.94706266872925,81.6235293098685,22.92533249809066,67.03104744529523,68.6560819077081,72.96954613957007,65.56718810056964
Николаев Павел Борисович,2021,бюджет,6.994818623015685,287.369732565465,Экономика,"г. Барановичи, ул. Мира, д. 86",+375297361002,75.865897874729,57.664841469118805,77.5167309248971,63.816312649518196,65.06403993112804,70.88123033877532,52.6859066389126,70.6744181218038,65.91678213567445
Семенов Роман Олегович,2021,платное,7.078183819150429,309.3527316377487,Математика,"г. Минск, ул. Победы, д. 37",+375294526280,77.89774856896413,95.75400798645438,73.06687055147539,55.10964701748238,78.01820883245918,53.87886940467673,29.428131972332192,64.91913689082595,31.938121184612164
Макаров Юлия Евгеньевна,2021,платное,8.872504851848316,307.6164031791089,Юриспруденция,"г. Молодечно, ул. Мира, д. 57",+375294585314,60.276275687843274,85.14655968412924,64.90391060646245,56.71349206786704,83.2940558118349,52.88864690992115,63.53421837162849,82.70865193886966,37.821206313302376
Захаров Евгений Андреевич,2021,бюджет,6.472699408909359,278.4536039496282,Лингвистика,"г. Орша, ул. Гагарина, д. 85",+375296623525,65.07744611241621,53.77068129148798,69.49172799159427,94.06039286706593,76.81866255058495,63.723308794505044,70.40639100459757,66.50155630535208,72.45503724816368
Захаров Михаил Дмитриевич,2021,платное,7.952760591653822,296.0237612203199,Физика,"г. Борисов, ул. Фрунзе, д. 26",+375293472189,75.71566237219392,70.22342553234883,67.18469738619588,65.00493157930423,75.56309916386849,52.349754017178796,55.95187597059943,45.31854426326539,70.55706739923889
Андреев Елена Андреевна,2021,бюджет,9.29525317378702,298.5135621735047,Информатика,"г. Молодечно, ул. Мира, д. 81",+375294262081,82.56988616645351,65.77834675822375,73.0440888015849,80.33456788207427,66.20152354835551,88.151937188371,48.39316201344641,41.33017945032874,57.212797510957216
Кузнецов Михаил Сергеевич,2021,бюджет,7.768660829134958,335.69400614625704,Юриспруденция,"г. Минск, ул. Фрунзе, д. 99",+375292788238,69.81548484531086,59.16622993634317,64.19952939479731,43.11766429052435,99.45751979616827,76.29221181975228,61.64092191907339,82.25766623898691,67.2151384760507
Павлов Мария Алексеевна,2021,бюджет,8.813029822165138,322.69213852273697,Юриспруденция,"г. Речица, ул. Советская, д. 16",+375298658158,48.142883168320324,67.07202535703993,88.2303674471255,80.18130069232467,90.93186626639397,69.88784323568815,45.15592769612129,73.74213079900352,60.835873684330416
Николаев Мария Романовна,2021,платное,5.945905473523661,283.5630913045786,Математика,"г. Мозырь, ул. Фрунзе, д. 57",+375299468772,58.07535370285181,90.29550319460614,57.629881521315156,53.5967839507887,44.81843437109749,35.177149922013456,72.34755875942872,75.73317967188405,40.65058650388419
Павлов Ольга Вадимовна,2021,платное,8.335447637776102,302.6268613742468,Юриспруденция,"г. Полоцк, ул. Мира, д. 34",+375295147994,54.96322951064808,85.0353228793409,56.10612972954593,37.45285570322841,72.54256935914056,72.2727643025233,19.546700355876425,74.45705133482188,56.53598204686983
Козлов Мария Сергеевна,2021,платное,7.326767505691269,303.0030900134011,Биология,"г. Борисов, ул. Победы, д. 57",+375292299954,93.48956094945345,76.89847544321637,72.3111130944517,63.934740912583294,98.60039704874791,60.888276510217324,60.20893937869419,59.638123693349954,62.971271411517826
Алексеев Юрий Олегович,2021,бюджет,8.809808222306954,301.59968174076954,Биология,"г. Могилев, ул. Советская, д. 20",+375294879923,69.26337993119763,51.79711588139412,74.67246729784002,69.56575228866235,49.30731325984253,61.596453415378456,56.17534173868717,82.55989482874033,20.235452874104823
Сидоров Кирилл Кириллович,2021,платное,9.02586611399299,310.92808175107916,Юриспруденция,"г. Лида, ул. Победы, д. 70",+375298816912,78.69127788746444,28.89914651387776,54.85968608879477,54.428387010063126,60.924883052821784,67.22183312409125,43.34136231801257,92.52270443423623,74.03517589721191
Семенов Виктория Павловна,2021,бюджет,8.033115973783248,296.4916578751409,Юриспруденция,"г. Минск, ул. Фрунзе, д. 98",+375297381734,70.82508096064853,43.06422343174156,52.132196005803394,67.34061841841877,62.778721911080545,82.12998430172388,56.39511902762798,71.25179192450402,70.66439952305237
Волков Анастасия Игоревна,2021,бюджет,7.278117436268413,289.52023549793694,Медицина,"г. Лида, ул. Гагарина, д. 96",+375294700025,71.3903383418092,77.38994705046372,64.18936672400102,81.15935606944264,68.89651886952575,55.35680341029015,64.89199533363177,41.23329635422046,73.86040528810352
Козлов Галина Александровна,2021,бюджет,9.535747641948046,294.0021963452269,Медицина,"г. Новополоцк, ул. Победы, д. 86",+375297783308,69.7727697948096,75.73513838755333,67.9565630945724,60.91538703636441,36.65056239714144,69.0901492701846,40.793559712555755,86.32191272976547,28.771058881744167
Андреев Владимир Олегович,2021,платное,7.431665251534719,301.96271368328826,Математика,"г. Минск, ул. Мира, д. 76",+375291454696,77.11017467202619,74.03286888129608,51.826213697865754,65.98704171528107,59.435479463627274,76.54952823024783,61.7134147299306,76.50301761461877,54.54581681679216
Романов Владимир Максимович,2021,платное,6.566034329517225,271.23908025443296,Физика,"г. Брест, ул. Ленина, д. 34",+375297360307,78.0780176889206,57.89831607343375,39.77721866841431,71.14896141034072,62.562981571919124,57.24024995470981,60.2765089959809,65.21372558042506,69.60240319690638
Алексеев Сергей Игоревич,2021,бюджет,8.717244078021757,328.68377799478,Экономика,"г. Пинск, ул. Фрунзе, д. 54",+375295232413,76.95845255097682,45.32440833577452,66.12379133571707,34.46124593643239,75.43733455988465,79.72597482413043,63.840446014708135,84.82690983945514,84.98211666693865
Петров Наталья Ивановна,2021,бюджет,5.812006683782133,245.8003768272284,Физика,"г. Борисов, ул. Кирова, д. 9",+375291675419,56.59125768668355,62.204230332642986,50.62772133456482,60.3913657531625,67.76488530703685,49.11384280269802,62.80150146715617,48.66925601470016,68.88482197008052
Григорьев Игорь Александрович,2021,целевое,8.34037185529079,277.07096223382337,Информатика,"г. Гродно, ул. Советская, д. 17",+375298945036,65.76766753889096,61.48315394383666,45.36190120534001,75.80462694911759,45.759016667520854,99.48573097256086,67.39976851321333,62.77254185542311,66.41642219818786
Павлов Кирилл Владимирович,2021,платное,9.674938269596314,310.94343200216133,Физика,"г. Солигорск, ул. Советская, д. 78",+375292921542,69.24362173762226,76.22009814645361,98.40126807403192,58.559101504130254,77.23909989428513,49.45235362311169,59.47517264254557,86.56200953453265,68.73032942212232
Орлов Василий Александрович,2021,целевое,8.244806517060814,306.4257304107051,Математика,"г. Орша, ул. Гагарина, д. 87",+375297296605,82.07751935455475,69.37533224105732,69.48611608583282,74.58831674440094,69.32714943325794,36.446629201643155,49.09294236262697,72.52481364448495,58.88349856349931
Сидоров Игорь Павлович,2021,целевое,5.50684687978081,301.0659813249491,Юриспруденция,"г. Борисов, ул. Ленина, д. 90",+375296059717,62.66551501399881,39.96983461934848,65.70296776508945,69.15878617925735,80.5979044793104,85.80780725554622,72.50883231823356,79.59180079228437,58.94751432812029
Яковлев Светлана Алексеевна,2021,платное,7.535707367394894,302.41729864040076,Психология,"г. Солигорск, ул. Гагарина, д. 55",+375297217147,79.29618219132585,63.115315307446664,64.0736825579306,62.232514241796906,43.784151893876064,85.53152853332904,59.406672692150174,70.22251046058936,60.42477564195692
Иванов Юрий Кириллович,2021,платное,6.426471237336595,306.0446644066874,Физика,"г. Полоцк, ул. Ленина, д. 56",+375297076506,84.38283805975998,69.83955271782627,61.44181165411475,53.06587066942436,53.482556588515266,55.36241814797041,63.33200657450569,52.818770675047844,87.55756125573521
Попов Галина Никитична,2021,платное,8.778576450078422,327.3523746678237,Медицина,"г. Пинск, ул. Гагарина, д. 69",+375299111742,73.13128355838641,53.40403412588738,89.46977884353733,76.96554776511574,75.47766809202952,37.716594404445416,64.00575398803889,73.34446193435156,61.23425983913136
Морозов Татьяна Евгеньевна,2021,бюджет,7.161858469367392,310.80629582446613,Медицина,"г. Борисов, ул. Фрунзе, д. 12",+375295679639,69.82711549899628,81.1402116027837,97.9889812361925,71.37161439560342,53.31746217898842,81.80076715676552,83.69358218596068,52.15709959270097,53.69719774356214
Орлов Екатерина Романовна,2021,бюджет,7.243213386929389,266.26824544038914,Медицина,"г. Новополоцк, ул. Победы, д. 4",+375299293086,61.555494889657226,46.220220802737025,64.95859233247933,67.32202434895872,59.47972668919828,63.51322098804781,83.25750739221115,45.024689388918134,74.76483597714875
Лебедев Кирилл Владимирович,2021,бюджет,6.862803653997819,322.61091348264426,Экономика,"г. Мозырь, ул. Победы, д. 77",+375295635017,74.50536290347567,70.12229238249905,43.159169676565526,65.73614619276076,62.49678312319584,79.92451264008149,64.33752965861727,99.55300139910895,50.43390023623026
Сидоров Игорь Викторович,2021,бюджет,8.259518181306612,318.19082412578643,Лингвистика,"г. Лида, ул. Мира, д. 72",+375295031966,50.65289210362853,51.66784321259618,50.439193090402235,77.83524796661328,89.20504247989855,51.438805593757856,66.67644426895771,79.71415556386404,51.716654335785435
Павлов Ирина Александровна,2021,платное,9.91224544651962,359.58551341796505,Медицина,"г. Могилев, ул. Победы, д. 29",+375297784725,77.029230208513,37.26383827504152,90.47505201330061,92.95877673095522,50.80816964273421,54.18447660096024,64.28798086087357,65.01685184980538,69.87816409009245
Лебедев Татьяна Михайловна,2021,бюджет,8.9260719281377,291.38875432687206,Химия,"г. Речица, ул. Гагарина, д. 45",+375298138769,73.2305277250595,48.02554133192319,61.20680771985473,67.69069960058081,59.503095406893046,86.91836795276681,52.235830514457426,63.35681927458348,59.753656558908716
Морозов Екатерина Дмитриевна,2021,бюджет,8.83044429669949,322.369718808647,Лингвистика,"г. Пинск, ул. Советская, д. 16",+375294231028,97.90398638810433,52.03696840619519,52.658408362226666,75.66241315603608,81.81891489626311,87.7006098860405,80.83928185325964,71.40707909212941,68.85982246038463
Борисов Наталья Вадимовна,2021,бюджет,6.5196771948153165,306.3558295003565,Экономика,"г. Барановичи, ул. Советская, д. 95",+375299123504,83.20482181197364,67.60911046660947,76.00012034383731,77.5394338566851,80.7323848655629,81.48709887589642,57.493228795247184,76.46713686433323,78.09763449762535
Андреев Мария Дмитриевна,2021,платное,10.0,341.7586999441502,Биология,"г. Витебск, ул. Фрунзе, д. 25",+375295970190,78.68673308872901,54.09991781508959,75.28744822934817,87.78451862607298,62.86648602029855,60.69654822234223,39.60215788530121,71.19380349040831,69.68226271711613
Иванов Роман Олегович,2021,бюджет,7.732907991477969,317.519667199992,Химия,"г. Гродно, ул. Победы, д. 6",+375291914794,71.92221765046999,63.287254914959085,77.49383683710755,90.77453279763475,58.57056701419572,64.18532288655508,69.11844764574809,62.79913684734537,53.30349578174208
Макаров Владимир Михайлович,2021,бюджет,7.421099686712415,309.3443634343019,Лингвистика,"г. Витебск, ул. Фрунзе, д. 2",+375295770422,76.10447624789659,44.602270508834096,61.99454511220314,49.4981877759124,86.95046628924842,37.15219642824338,69.41078152728412,78.7721187506452,83.4828604385151
Попов Юрий Алексеевич,2021,бюджет,6.823105643115926,251.21086259386402,Медицина,"г. Пинск, ул. Фрунзе, д. 62",+375292914064,69.44800473306802,88.21735604160885,60.51986099583756,53.01194043379918,66.60021675079999,52.46918663471083,44.681507743039305,70.6253467094903,63.65701070656798
Орлов Борис Сергеевич,2021,бюджет,7.79200733918723,298.3857425244098,Физика,"г. Гомель, ул. Советская, д. 20",+375296097514,62.19695601329106,83.72457328280144,69.75301766937991,58.51236204330926,87.69955494071499,43.94872850510771,37.117122436128916,49.62137895178133,74.54413983644503
Николаев Виктор Кириллович,2021,целевое,8.037250272020778,312.1783689091095,Физика,"г. Борисов, ул. Фрунзе, д. 67",+375297381684,72.5876394214367,78.52055396514297,41.22690863714334,81.65646906109889,58.76773232411147,76.75943747382192,65.14088019566556,66.85129828730676,80.69767280232205
Романов Роман Павлович,2021,целевое,5.783069877458342,298.31317564615864,Медицина,"г. Лида, ул. Победы, д. 73",+375292010496,81.42722759867544,79.93728795198646,76.9652116970147,82.09003757588512,58.6539645856916,81.6017582317421,49.85411546911095,87.01410649366224,59.39763074033485
